,index,product_id,reviewer,reviewer_rank,specialist,user_score,on_off,review,help,year,month,day,쿨톤,지성,민감성,블랙헤드,다크서클,트러블,약건성,탄력,웜톤,홍조,아토피,주름,피지과다,모공,잡티,각질,건성,미백,all,중성,복합성,자극도,피부타입_건성에 좋아요,피부타입_복합성에 좋아요,피부타입_지성에 좋아요,피부고민_보습에 좋아요,피부고민_주름/미백에 좋아요,피부고민_진정에 좋아요
633,633,A000000165564,올리브영마니아,0,1,5,0,"아.. 이거 저번에 쿨링에 집중한 그 버젼보다 더더 마음에 드는 데요..? 완전 이번 여름 정착할 것만 같은 팩 등장입니당… 💚💚💚

여름동안 피부에 열 내려주기 위해서 셀퓨전씨 팩을 얼마나 많이 구매하고 사용한지 몰라요🥲 
그런데 이렇게 시카를 첨가한 쿨링 팩이 나와서 너무너무 좋아요! 

✅ 이 제품은 정가로도 살만한 제품! 정말로 시원하구요. 기존 라인보다 0.5도 더 높게 써있긴 한데, 진짜 부담없이 기분좋은 시원함이라서 아무나 다 잘 쓰실거 같아요. 
팩 올려놓으신 뒤에 시간이 지날수록 
점점 더 시원해집니다💨

✅ 시트 느낌이 조금 달라진것 같은데, 밀착력 좋은 부분하고 에센스를 가득 머금고 있다는 점 그리고 적당한 두께감이 있다는 부분 다 다 ㅇ마음에 들어요👍🏻 

✅ 은은한 시카향과 시원한 쿨링 느낌이 이렇게 잘 어울릴 줄이야.. 기회가 된다면 여름 하루종일 이 팩만 사용하고 싶습니당.. (찐) 

열 내려줄때는 이만한 팩이 없어요! 다들 한번 체험 해보시길 바랍니당🍀👏🏻💚",5,2022,5,22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0
634,634,A000000165564,밍밍구리,39,1,5,0,진정에 정말 좋은거같아요 최고 ㅈㅔ 필수템입니다..ㅎ진짜로 내돈내산 찐 추천템! 마치 광고같지만 진짜 너무너무 찐 추천템ㅇㅣ에요. 우선 저는 올영에서 뭘 진짜 많이 사긴하지만(?)그래서 자신만만하게 추천해드릴 수 있습니당 ㅎㅎ친구들한테도 영업하고다녀요 누가보면 영업사원인줄 .. 협찬받은 줄..무튼 그만큼 좋은걸 ...저만알기 너무 아깝잖아요! 안그래요? 그래서 보통 할인할 때 왕창 쟁여둡니다 지금 올영세일기간인거 아시죠~? 지금 딱 구매하면 되겠따 꿀꿀팁! 완전 추천이에요 이 제품이야 올영에서도 워낙 유명해서 제가 이렇게 후기 쓰지않아두 다 잘 쓰시겠지만요! 두말하면 입아프지만 입아파도 말해봅니다 캬컄.. 구매하면 후회없을 제품이에요 찐 추천템이라서 이렇게 좋은 후기 씁니다. ..귀찮아서 저도 원래 잘안써용 ! 지금 마침 할인기간이니 쟁여두시길!,4,2022,12,26,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1
635,635,A000000165564,밍밍구리,39,1,5,0,자극은 조금 있지만 쿨링효과 대박이에요 ㅈㅔ 필수템입니다..ㅎ진짜로 내돈내산 찐 추천템! 마치 광고같지만 진짜 너무너무 찐 추천템ㅇㅣ에요. 우선 저는 올영에서 뭘 진짜 많이 사긴하지만(?)그래서 자신만만하게 추천해드릴 수 있습니당 ㅎㅎ친구들한테도 영업하고다녀요 누가보면 영업사원인줄 .. 협찬받은 줄..무튼 그만큼 좋은걸 ...저만알기 너무 아깝잖아요! 안그래요? 그래서 보통 할인할 때 왕창 쟁여둡니다 지금 올영세일기간인거 아시죠~? 지금 딱 구매하면 되겠따 꿀꿀팁! 완전 추천이에요 이 제품이야 올영에서도 워낙 유명해서 제가 이렇게 후기 쓰지않아두 다 잘 쓰시겠지만요! 두말하면 입아프지만 입아파도 말해봅니다 캬컄.. 구매하면 후회없을 제품이에요 찐 추천템이라서 이렇게 좋은 후기 씁니다. ..귀찮아서 저도 원래 잘안써용 ! 지금 마침 할인기간이니 쟁여두시길!,4,2022,12,22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1
636,636,A000000165564,밍밍구리,39,1,5,0,쿨링때문에 진짜 피부온도 확 떨어지는거 즉각적으로 느껴져요 ㅈㅔ 필수템입니다..ㅎ진짜로 내돈내산 찐 추천템! 마치 광고같지만 진짜 너무너무 찐 추천템ㅇㅣ에요. 우선 저는 올영에서 뭘 진짜 많이 사긴하지만(?)그래서 자신만만하게 추천해드릴 수 있습니당 ㅎㅎ친구들한테도 영업하고다녀요 누가보면 영업사원인줄 .. 협찬받은 줄..무튼 그만큼 좋은걸 ...저만알기 너무 아깝잖아요! 안그래요? 그래서 보통 할인할 때 왕창 쟁여둡니다 지금 올영세일기간인거 아시죠~? 지금 딱 구매하면 되겠따 꿀꿀팁! 완전 추천이에요 이 제품이야 올영에서도 워낙 유명해서 제가 이렇게 후기 쓰지않아두 다 잘 쓰시겠지만요! 두말하면 입아프지만 입아파도 말해봅니다 캬컄.. 구매하면 후회없을 제품이에요 찐 추천템이라서 이렇게 좋은 후기 씁니다. ..귀찮아서 저도 원래 잘안써용 ! 지금 마침 할인기간이니 쟁여두시길!,4,2022,12,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1
637,637,A000000165564,밍밍구리,39,1,5,0,쿨링 진정에 대박이에요 지금도 하고있음..진짜로 내돈내산 찐 추천템! 올리브영에서 판매하는 제품은 보통 믿고 구매하기도 하지만 이건 진짜 좋더라구요 그래서 자신만만하게 추천해드릴 수 있습니당 ㅎㅎ친구들한테도 영업하고다녀요 누가보면 영업사원인줄 .. 협찬받은 줄..무튼 그만큼 좋은걸 ...저만알기 너무 아깝잖아요! 안그래요? 그래서 보통 할인할 때 왕창 쟁여둡니다 지금 올영세일기간인거 아시죠~? 지금 딱 구매하면 되겠따 꿀꿀팁! 완전 추천이에요 이 제품이야 올영에서도 워낙 유명해서 제가 이렇게 후기 쓰지않아두 다 잘 쓰시겠지만요! 두말하면 입아프지만 입아파도 말해봅니다 캬컄.. 두루두루 좋네요^^ 구매하면 후회없을 제품이에요 찐 추천템이라서 이렇게 좋은 후기 씁니다. ..귀찮아서 저도 원래 잘안써용 ! 지금 마침 할인기간이니 쟁여두시길!,4,2022,11,26,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1
638,638,A000000165564,린공쥬,98,1,5,0,"쿨링팩 1등 ,,! 거기다 진정효과까지 ! 저는 레이저 시술 받고 주로 사용하는데 열감이 진짜 싹 사라져서 너무 좋아요 !",4,2022,11,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0
639,639,A000000165564,썬더진,217,0,5,0,"화장하기 전에 마스크팩 사용하는게 좋더라구요 
그중에서도 피부온도를 낮춰주는 팩을 하면 화장도 잘 먹고 

여름철에는 피부 온도가 올라가서 이렇게 피부온도가 낮아질수 앗는 팩이 좋아요

쿨링머스크즁에서도 셀퓨전씨 제품이 무난하게 좋긴 하거라구요",4,2022,11,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,1,0,0,1,0,0
640,640,A000000165564,린공쥬,98,1,5,0,정말 쿨링팩 1등 ㅜㅜ 진정효과도 원하는데 거기다 쿨링감까지 있으면 좋겠다 ! 할때는 이 마스크팩 추천드려요 !!,4,2022,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1
641,641,A000000165564,린공쥬,98,1,5,0,"진정 쿨링팩으로 단연 1등이라 할수있어요 !! 자극 없고 진정효과에 시원한 쿨링감까지 ,,!! 냉장고에 두었다가 사용하면 쿨링감 진짜 대박이에요 ,,!!",4,2022,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1
642,642,A000000165564,밍밍구리,39,1,5,0,진정에 이만한팩 없어요 진짜로 내돈내산 찐 추천템! 올리브영에서 판매하는 제품은 보통 믿고 구매하기도 하지만 이건 진짜 좋더라구요 그래서 자신만만하게 추천해드릴 수 있습니당 ㅎㅎ친구들한테도 영업하고다녀요 누가보면 영업사원인줄 .. 협찬받은 줄..무튼 그만큼 좋은걸 ...저만알기 너무 아깝잖아요! 안그래요? 그래서 보통 할인할 때 왕창 쟁여둡니다 지금 올영세일기간인거 아시죠~? 지금 딱 구매하면 되겠따 꿀꿀팁! 완전 추천이에요 이 제품이야 올영에서도 워낙 유명해서 제가 이렇게 후기 쓰지않아두 다 잘 쓰시겠지만요! 두말하면 입아프지만 입아파도 말해봅니다 캬컄.. 두루두루 좋네요^^ 구매하면 후회없을 제품이에요 찐 추천템이라서 이렇게 좋은 후기 씁니다. ..귀찮아서 저도 원래 잘안써용 ! 지금 마침 할인기간이니 쟁여두시길!,4,2022,11,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1
643,643,A000000165564,밍밍구리,39,1,5,0,진정에 너무너무 좋아요!진짜로 내돈내산 찐 추천템! 올리브영에서 판매하는 제품은 보통 믿고 구매하기도 하지만 이건 진짜 좋더라구요 그래서 자신만만하게 추천해드릴 수 있습니당 ㅎㅎ친구들한테도 영업하고다녀요 누가보면 영업사원인줄 .. 협찬받은 줄..무튼 그만큼 좋은걸 ...저만알기 너무 아깝잖아요! 안그래요? 그래서 보통 할인할 때 왕창 쟁여둡니다 지금 올영세일기간인거 아시죠~? 지금 딱 구매하면 되겠따 꿀꿀팁! 완전 추천이에요 이 제품이야 올영에서도 워낙 유명해서 제가 이렇게 후기 쓰지않아두 다 잘 쓰시겠지만요! 두말하면 입아프지만 입아파도 말해봅니다 캬컄.. 두루두루 좋네요^^ 구매하면 후회없을 제품이에요 찐 추천템이라서 이렇게 좋은 후기 씁니다. ..귀찮아서 저도 원래 잘안써용 ! 지금 마침 할인기간이니 쟁여두시길!,4,2022,10,29,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1
644,644,A000000165564,밍밍구리,39,1,5,0,진짜 진정에 이만한팩 없어요! 진짜로 내돈내산 찐 추천템! 올리브영에서 판매하는 제품은 보통 믿고 구매하기도 하지만 이건 진짜 좋더라구요 그래서 자신만만하게 추천해드릴 수 있습니당 ㅎㅎ친구들한테도 영업하고다녀요 누가보면 영업사원인줄 .. 협찬받은 줄..무튼 그만큼 좋은걸 ...저만알기 너무 아깝잖아요! 안그래요? 그래서 보통 할인할 때 왕창 쟁여둡니다 지금 올영세일기간인거 아시죠~? 지금 딱 구매하면 되겠따 꿀꿀팁! 완전 추천이에요 이 제품이야 올영에서도 워낙 유명해서 제가 이렇게 후기 쓰지않아두 다 잘 쓰시겠지만요! 두말하면 입아프지만 입아파도 말해봅니다 캬컄.. 데일리로 사용하기에도 좋구요~ 진정효과도 탁월한거같아요 요즘 날씨에 쓰기도 제격인거같고 두루두루 좋네요^^ 구매하면 후회없을 제품이에요 찐 추천템이라서 이렇게 좋은 후기 씁니다. ..귀찮아서 저도 원래 잘안써용 ! 지금 마침 할인기간이니 쟁여두시길!,4,2022,9,29,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1
645,645,A000000165564,밍밍구리,39,1,5,0,진짜 쿨링 대박입니당 진짜로 내돈내산 찐 추천템! 올리브영에서 판매하는 제품은 보통 믿고 구매하기도 하지만 이건 진짜 좋더라구요 그래서 자신만만하게 추천해드릴 수 있습니당 ㅎㅎ친구들한테도 영업하고다녀요 누가보면 영업사원인줄 .. 협찬받은 줄..무튼 그만큼 좋은걸 ...저만알기 너무 아깝잖아요! 안그래요? 그래서 보통 할인할 때 왕창 쟁여둡니다 지금 올영세일기간인거 아시죠~? 지금 딱 구매하면 되겠따 꿀꿀팁! 완전 추천이에요 이 제품이야 올영에서도 워낙 유명해서 제가 이렇게 후기 쓰지않아두 다 잘 쓰시겠지만요! 두말하면 입아프지만 입아파도 말해봅니다 캬컄.. 데일리로 사용하기에도 좋구요~ 진정효과도 탁월한거같아요 요즘 날씨에 쓰기도 제격인거같고 두루두루 좋네요^^ 구매하면 후회없을 제품이에요 찐 추천템이라서 이렇게 좋은 후기 씁니다. ..귀찮아서 저도 원래 잘안써용 ! 지금 마침 할인기간이니 쟁여두시길!,4,2022,9,25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1
646,646,A000000165564,ㅇ인J,112,0,5,0,이거 엄청 쿨링 효과 장난아니에요ㅋㅋㅋ진짜 잘 쓰고있어요,4,2022,9,22,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1
647,647,A000000165564,서누누,63,0,5,0,"쿨링감이 너~무 마음에 드는 셀퓨전씨 마스크팩!
시카 성분도 들어있어서 진정에도 도움이 되어요 >_<",4,2022,9,10,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1
648,648,A000000165564,올영메이트2년짬,0,0,4,0,"일단 금액 딱 맞춰서 구매하고 싶어서 장바구니에 넣은거지만 생각외로 너무 괜찮았기에ㅜ리뷰 씁니다!

일단은 제품이 제품이름에 너무 충실하게 지어진거 같아요!

일단 제품이 너무 너무 쿨링감이 장난아닙니다!
여름에 진작에 알았더라면 자주 구매해서 사용했을 것 같아요! 얼굴에 볼 홍조가 굉장히 심한 편인데 엄청 뜨거운 빨간색에서 화가 덜난 빨간색으로 가라앉았어요 ~~

그리고 딱 시트를 봤을때
약간 베이지? 노란 느낌이 드는데 아무래도 시카 성분이 아주 충실하게 들어가있구나 생각했습니다 :)

시카에다 쿨링까지 팍팍 넣었으니 피부 진정에 아주 좋을 듯 싶습니다!

저는 팩 사용 후 따로 스킨 토너는 발라주지 않앜ㅅ규요~
가벼운 수분크림만 바르고 잤습니다!
건성인데도 충분햌ㅅ어요!

리뷰가 도움 되셨다면 아래 좋아요 눌러주세요~",4,2022,9,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0,0,0,0,1
649,649,A000000165564,Heramy,288,0,5,0,"🐥 솔직리뷰 🐥

안녕하세요 HERAMY 입니다 🌿
이번달에는 1000원으로 할인중이던데 쟁여주려구여 ㅋㅋㅋ 좋아여 !

리뷰가 도움이 되셨다면 추천 한 번만 눌러주시면 감사하겠습니다. 좋은 하루 보내세요 !",4,2022,8,28,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0
650,650,A000000165564,린공쥬,98,1,5,0,"쿨링감 있는 마스크팩 찾는 분들 ,,!! 여기 붙으세요 ,,!!

요즘 여름철 심각한 더위로 너무너무 피부가 열받고 모공이 활짝 열려있구 땀도 나구 ,,, 열받은 피부를 잠재워줄 1등 쿨링팩 여기있습니다아 ,,!! 

너무 더워서 나갔다오면 모공이 헬렐레 ,, 그럴때 딱 샤워하고 냉장고에 넣어둔 요 마스크팩을 피부에 얹어주면 정말 냉장고에 들어간듯한 대단한 쿨링감을 얼굴에서 느껴볼 수 있답니다 ,,! 

저는 이 시카 나오기 전에는 파란색 오리지널만 사용했었는데 요 시카 마스크팩 나오고는 여기로 정착했어요 !!

첫번째는 쿨링감 ! 위에 설명했듯이 믿을 수 없는 쿨링감있구요

두번째는 진정 ! 오리지널에는 없는 진정효과가 있어 이 팩에 정착하게 되었답니다 !! 붉어졌을때 이 팩 사용하면 확실히 잡히는게 보여서 너무 좋아요 !",4,2022,8,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1
651,651,A000000165564,린공쥬,98,1,5,0,저의 최애 마스크팩 !! 여름철에 이거 없으면 더워서 큰일나요 ! 쿨링감이 진짜 시원하고 너무 좋고 진정효과 까지 있어서 더더더 좋아요 ♥♥,4,2022,8,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1
652,652,A000000165564,ㅇ인J,112,0,5,0,이거 요물입니다…엄청 시원해요 꼭 구매해보세요 여러부은,4,2022,8,22,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1
653,653,A000000165564,인스타hyejinnim,1,1,5,0,"얼굴에 부착하자마자 쿨링감이 훅 느껴져서 너무 좋았어요.
여름에 쓰니까 완전 시원해요~~",4,2022,8,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,0,0,1,0,0,1
654,654,A000000165564,냥이냥이N,103,1,5,0,"✔ 건성, 민감성 피부로 피부트러블이 종종 생겨서 트러블에 좋다는 병풀추출물과 부드러운 병풀 원단이 만나 피부 고민을 자극없이 시원하게 진정시켜준다고해서 구매했던 마스크팩이에요.

✔ 그물망이 있는 마스크팩으로  그물망 부분이 위쪽으로 올라오도록 얼굴에 잘 부착시킨 후 그물망을 떼어내면 되요.

✔ 적당한 두께감의 시트팩으로 얼굴에 잘 밀착되는 편이었고 20~30분으로 다른 마스크팩보다 조금 더 길게 부착하고 있어야 하는데 30분 정도 부착하고 있었는데도 시트가 마르지 않더라구요. 시트팩을 꺼내고 나서 패키지 안쪽에 남아 있는 에센스는 거의 없는 편이어서 마스크시트가 오래도록 마르지 않는 것으로 보아 시트가 에센스를 많이 머금고 있는 것 같았어요.

✔ 시트를 떼어내고 나서도 피부가 시원한 느낌이 오래도록 들었고 피부온도도 조금 내려가서 진정되는 느낌이 들어서 여름에 사용하면 좋을 것 같아요.",4,2022,8,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,1,0,0,0,1
655,655,A000000165564,인스타hyejinnim,1,1,5,0,요즘 할인해서 천 원이면 구매할 수 있어서 너무 좋아요! 여름에 쓰기 딱😎,4,2022,8,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,0,0,1,0,0,1
656,656,A000000165564,Rosesvivi,210,1,5,0,"셀퓨전씨 라이브 방송보고 구입했어요 ! 시카 쿨링 마스크 6개 구매하면서 포스트 알파 쿨링 패드 1개, 포스트 알파 쿨링 마스크 10개, 아쿠아티카 썬스크린 3개 구성 기획 제품들도 같이 구매했어요 〰✔️
한 여름이다보니까 배송오는 과정에서 마스크팩이 데워질 수 밖에 없을 거라 생각하긴 하지만
어제 오전에 배송받았고, 저녁에 샤워하고나서 셀퓨전씨 시카 쿨링 마스크팩 하나 꺼내서 얼굴에 팩 부착해보니까 umm... 뜨뜻.. 하더라구요 집에 에어컨 틀어져 있었는데 무슨 일 ! 🧊아이스 어디갔니🧊
시카 쿨링 마스크팩은 피부온도를 -4.5도 낮춰준다고 라방에서 봤는데 ❕ 뭐지 ❕했어요
근데 붙이고 있으니까 얼굴에 얼음 갖다댔을 때의 느낌이 나긴 했는데
제가 궁금한 건 ! 이게 진짜 피부 온도를 낮춰주는 건가 궁금했어요 〰 얼굴에 부착하려고 마스크팩 꺼냈을 땐 마스크팩이 세상 따뜻 ⸝⸝ 좀 뜨겁? 다고 느껴졌어서❕뭐지 ❕싶은 거죠
마스크팩은 뜨겁더라도 성분 중에 쿨링 기능이 있어서 피부 온도를 낮춰준다는 건가..?
사용하기 전에 냉장고에 넣어두고 시원하게 해놓고 사용하던가 해야 할 것 같네요 !",4,2022,8,13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3,0,1,0,0,0,1
657,657,A000000165564,새콤레몬,183,0,5,0,"요즘 같은 날씨에는 모공에 피지에 활짝 열리는,, 거기에 저는 땀쟁이라 저녁에는 팩으로 진정이 꼭 필요한 타입이에요,,

하지만 덥다보니까 일반 팩은 하기 귀찮고 그러한데 셀퓨전씨 시카쿨링 마스크는 피부 온도를 내려주고 시카로 진정도 해준다고해서  궁금즘에 구매하게되었어요 무엇보다 새로나온건 궁금하단말이쥬
궁금한건 써봐야지 이야기해줄수있다는 생각에 저는 구매했습니돠😎✌️

전에 한번 기존 쿨링 마스크를 써봤을때 그물시트로 이중으로 팩이 들어있길래 너무 귀찮아서 재구매는 안했는데 요 친구도 같네요
근데 이번 마스크는 덜 흐물거린다는 느낌이라 얼굴 부착할때도 덜 힘들었던거같아요 기분탓일까요?..
알수없네요 ㅋㅋ

일단 쿨링감이 아주 좋아서 기분이 싸악 좋아집니다..! 그리고 에센스자체가 메이크업을 방해할 농도가 아닌거같아서 메이크업 전에 붙여주고 가볍게 닥토해주고 바로 해줘도 괜찮더라구요

아무튼 저는 다시 구매할려고 합니당!
더위 많이 타시는 분들 진정용으로 구매 강츄❤️‍🔥",4,2022,8,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,0,0,1,0,0,1
658,658,A000000165564,인스타hyejinnim,1,1,5,0,"시카 쿨링 마스크팩으로 이거 냉장고에 넣어뒀다가 피부에 부착을 하면 더 좋았어요
그냥 사용을 해도 요 제품 특유의 쿨링감 같은 것이 다가오기는 하는데 그래도 저는 냉장고에 넣고 사용을 해주는 게 더 좋았습니다~
요거 피부에 올려주자마자 아주 시원하니 기분도 좋아요
여름철에는 진짜 집에 필수로 한 두개는 둬야 할 것 같은 마스크팩입니다
여기 브랜드 기초 라인 장인인 거 다들 아시지요?
피부과 다니면서 여기 거 선크림도 사보고 레이저 뭐시기 크림도 사고 그랬는데 요거만한 제품 진짜 없더라구요 ㅜㅜ
요 팩도 저는 여름에 뜨거운 태양을 받은 피부,, 저녁에 세안 마치고 피부를 진정 시켜주는 용도로 잘 사용하고 있습니다
ㅈ다른 팩들보다 이게 더 쿨링감이 느껴지기도 하면서 정말 얼굴 피부의 온도가 내려가는 것 같아 만족스러워요 앞으로도 세일하면 종종 살게요",4,2022,7,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,0,0,1,0,0,1
659,659,A000000165564,곤드레밥길들이기,498,0,5,0,"가성비대비 무난합니다 아냐 만족해요
1000원으로 할인할때 쟁였어야해 ㅜㅜ 후회중..",4,2022,7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1
660,660,A000000165564,카노,0,0,5,0,"기존의 쿨링 마스크도 좋았는데, 시카 쿨링 마스크가 새로 나왔왔었더라구요~ 요즘 시국에 빠져놓을 수 없는 진정 + 쿨링 패드라 너무 써보고싶어서 구매했습니다!!

역시 성분 착한 셀퓨전씨 답게 20가지 주의성분, 알레르기 유발 주의성분 모두 '0개' 더라구요! 피부가 민감하시더라도 잘 사용하실 수 있으실 마스크팩입니다~

병풀추출물이라고 아시나요~? 진정에 매우 좋은 성분인데, 특수 공정으로 병풀원사를 시트 원단에 70%나 들어갔다고 하더라구요~  팩 안의 에센스 뿐만아니라, 시트에도 신경을 써주는 마스크팩 너무 좋아용👍👍

써본 결과, 피부에 올림과 동시에 쿨링감이 촥- 하고 느껴지면서 여름의 뜨거운 기온과 마스크로 인해 뜨겁고 붉은 제 피부가 확 녹는게 느껴지더라구요ㅠㅠ 역시 여름엔 쿨링관리가 필수인 것 같아요ㅠ 여름엔 피부 열감 내려주는게 진짜진짜 중요하거든요, 근데 거기다 진정 성분까지 들어있어서 쿨링으로 진정 + 진정성분으로 진정, 거기다 수분감까지 충분해서 진짜 만족한 마스크팩이에요!

마스크팩은 밀착이 잘 되는게 중요한데, 밀착 잘되는 원단이라 그런지, 밀착도 잘 되어있고 시트에 그물망이 있는데, 이거덕분에 피부에 올려주기 너무 편했어요~

여름 + 마스크로인해 뜨거운 열감과, 붉은기로 고민하시고 계신다면, 강추드리는 마스크팩 입니다! 현재 세일중이라 1,050원으로 굉장히 가성비 좋은 마스크팩이에용!!",4,2022,6,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1
